scenario_id,iteration,timestamp_us,ego_x,ego_y,ego_heading,ego_velocity_x,ego_velocity_y,ego_acceleration_x,ego_acceleration_y,ego_angular_velocity,ego_angular_acceleration,tire_steering_angle,scenario_type,nuplan_token,nuplan_log
scenario_000,0,1620858055449830,664430.5777539264,3998353.5650366037,-1.527696945972443,0.31436167041104757,-0.018080362084319956,0.07894400585872294,-0.011091282292224806,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,1,1620858055499829,664430.5767311703,3998353.547962368,-1.527648536661732,0.31723173033730817,-0.02018294807361661,0.07375490828057736,0.011106063343510093,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,2,1620858055549832,664430.5769441626,3998353.5316994255,-1.5275634666864832,0.31986657727723183,-0.020153378460311257,0.07004527459838994,-0.018288540048342107,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,3,1620858055599839,664430.5780852473,3998353.515305329,-1.52746630029542,0.32308539255406166,-0.018713344374516886,0.0734898483501778,-0.014046044232290897,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,4,1620858055649850,664430.5795409968,3998353.4991004653,-1.5274372436546124,0.3252553160814786,-0.017006855248987617,0.0834169869260858,-0.02934847947460655,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,5,1620858055699864,664430.5809214918,3998353.4823125415,-1.5272607750258336,0.3284243158882634,-0.01648672394031934,0.10697707713329355,-0.022051414120061074,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,6,1620858055749879,664430.5817895288,3998353.466357515,-1.5270197412428246,0.33072265229178494,-0.01648399227047694,0.10773102598555306,-0.0034821054771545716,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,7,1620858055799893,664430.5826915036,3998353.449247062,-1.5268501925080067,0.3361567841396459,-0.015375124748718647,0.1387402260617409,-0.0013473498562307437,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,8,1620858055849908,664430.5835327843,3998353.4316061884,-1.526524309436537,0.34577490156203006,-0.015173401646008508,0.19283302336446376,0.005121064490440407,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,9,1620858055899924,664430.5846605885,3998353.4134799265,-1.526164895235848,0.3559261925494261,-0.0152565468138851,0.23835220866200565,-0.01563658420628419,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,10,1620858055949939,664430.5856465911,3998353.39448107,-1.5257273758998438,0.3683413073105624,-0.01657669416706843,0.23822541301764416,-0.01446511264248842,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,11,1620858055999957,664430.5866187428,3998353.376684727,-1.5252806066911668,0.3758554218104909,-0.018044290201000356,0.23159830990683106,-0.04974946478245333,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,12,1620858056049976,664430.5882784278,3998353.356651586,-1.5246686935386913,0.3854427266363454,-0.020049847657243373,0.213939865739244,-0.06275584678885494,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,13,1620858056099995,664430.5897585531,3998353.3366653156,-1.524096022635191,0.39478311607022026,-0.02176815183785666,0.2168458357022146,-0.025499230821220718,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,14,1620858056150012,664430.5903504466,3998353.316863403,-1.5234060356061778,0.4034228350095106,-0.023836149472574186,0.22582853194590916,-0.0014004592798722826,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,15,1620858056200029,664430.5913447059,3998353.2964472864,-1.522554622308843,0.4119635414466823,-0.023906517185039434,0.1969915891284077,0.019340179510135818,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,16,1620858056250045,664430.5919806032,3998353.274983682,-1.5216535269053382,0.4217984511274214,-0.024308502051321026,0.2003754649943899,0.021052682748095228,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
scenario_000,17,1620858056300061,664430.5930426129,3998353.2534675803,-1.520651654056097,0.4309250373935944,-0.02552892825125643,0.2517770377028239,-0.002418116483022684,0.0,0.0,0.0,low_magnitude_speed,07ed4aa3c20a594a,2021.05.12.22.00.38_veh-35_01008_01518
